files,sents,target
城乡居民 养老保险 管理信息系统 设计 实现,提出 一种 符合 J2EE 规范 采用 SOA 技术 实现 松耦合 易 集成 信息系统 开发框架 框架 ESB 企业服务总线 进行 信息系统 应用 集成 开发 城乡居民 养老保险 信息系统 更加 灵活 容易 扩展 能够 满足 各项 业务需求 ； 集中式 数据管理 分布式 资源管理 为基础 采用 O RMapping 映射 机制 实现 面向对象 开发 设计 实现 全市 城乡居民 业务办理 信息化 模块 用户界面 上 MVC模式 进行 控制 确保 系统 具有 高度 易用性 良好 扩展性 可移植性,0
城乡居民 养老保险 管理信息系统 设计 实现,系统使用 MVC 设计模式 业务 处理 业务逻辑 控制 业务 展示区 分开 系统 横向 MVC模式 分层 层 之间 采用 标准 XML 文档 传递数据,0
城乡居民 养老保险 管理信息系统 设计 实现,本文 提到 城乡居民 养老保险 信息系统 建设 需求 系统 功能设计 总结 各地 业务需求 实际 研发 建设 工作 基础 上 提出 城乡居民 养老保险 信息化建设 具有 一定 参考 意义,0
城乡居民 养老保险 管理信息系统 设计 实现,本文 软件工程 角度 结合实际 工作 经验 潍坊市 城乡居民 信息化建设 需求 进行 深入分析 完成 课题 可行性 论证 分析 系统 功能需求 分析 ； 设计思想 应用 实际 软件 项目开发 工作,1
城市 轨道交通 一卡通 系统设计 实现,情况 下 城市 轨道交通 主要 采用 电能 动力 来源 采取 轮轨 运转 方式 兼顾 快速 大 运量 特点 公共交通 总称,0
城市 轨道交通 一卡通 系统设计 实现,现阶段 城市 轨道交通 种类 已经 很多 市郊 铁路 地铁 轻轨 有轨电车 悬浮 列车 采用 相同 原理 类型 获得 城市交通 主动脉 美誉,0
城市 轨道交通 一卡通 系统设计 实现,目前为止 很多 城市 都 推出 相对 应 城市 一卡通 城市 一卡通 一种 能够 解决 长期 使 公共交通 行业 非 公共交通 行业 困扰 自动 收费 问题 实际 方法,0
城市 轨道交通 一卡通 系统设计 实现,系统地 建设 能够 使 持卡 市民 全市 公交 车辆 长途客车 地铁 轻轨 出租车 公用事业 缴费 路桥 收费 停车 管理 报刊 销售 旅游门票 小额 餐饮 行业 消费 上 实现 卡 支付 管理,0
城市 轨道交通 一卡通 系统设计 实现,专门针对 城市 轨道交通 进行 设计 实现 一卡通 系统 目前 还 尚属 少数,0
城市 轨道交通 一卡通 系统设计 实现,一个 方面 来说 城市 建设 规划 管理 服务 方面 需要 展开 具体 工作 都 需要 系统 提供 详细 可靠 数据 相关 资料 我国 国民经济 能够 持续 健康 快速 发展 夯实 基础,0
城市 轨道交通 一卡通 系统设计 实现,系统 主要 特色 在于 能够 满足用户 便捷 交通 刷卡 自助 管理 卡片 信息管理 交通 站点 管理 智能化 信息统计 卡片 充值 功能,0
城市 轨道交通 一卡通 系统设计 实现,最终 达到 缓解 城市交通 压力 方便 人们 出行 提升 交通服务 效率 改善 交通服务 应用 价值,0
城市 轨道交通 一卡通 系统设计 实现,城市 轨道交通 一卡通 系统 功能实现 促进 我国 金融 发展 还 加快 我国 金融 迈向 现代化 脚步 一定 程度 上 提高 社会 运作 效率 人民 生活 工作 提供方便,0
城市 轨道交通 一卡通 系统设计 实现,本文 课题 选用 B S 开发模式 采用 ASP NET SQLSERVER2005 数据库 技术 ASP NET 三层 模型 架构 SQLServe r2 005 数据库引擎 安全可靠 存储 功能 搭建 一套 城市公共交通 一卡通 系统 系统 功能 架构 上 主要包括 管理 结算 子系统 数据采集 子系统 （ 数据复制 子系统 ） 数据分析 统计 子系统 用户 自助 子系统 四大 子系统 系统 整个 管理 流程 最 重要 核心 枢纽 交通 一卡通 管理中心 智能 IC卡 设定 为主 线 使 公交 地铁 出租 渡轮 多种 公共交通 行业 ； 用户 ； 银行 相互 联系 用户信息 主要 终端机 进行 获取 能够 实现 自动 支付 结算 划转 具体 信息管理 操作,1
城市道路 积水 监控系统 设计 实现,城市化 发展 迅速 提升 城市排水 管网 系统 特别 大中型 城市 管网 系统 越来越 复杂 管理 难度 越来越 高 排水管 网 运营 管理 养护 策略 升级 改造 决策 提出 越来越 高 要求,0
城市道路 积水 监控系统 设计 实现,国内 城市化 发展 大多 只 关注 速度 不 关注 市政 配套设施 建设 管网 运行 管理方面 缺乏 翔实 基础 资料 不 能够 实时 掌握 排水管 网 街道 积水点 真实 运行状况 更是 缺乏 相应 技术手段 养护 运营管理 方面 均 难以 评估 排水管 网 日常 养护 效果,0
城市道路 积水 监控系统 设计 实现,排水管 网 供水 排水 能力 分析 调度 管理 上 缺少 技术 必要 数据 支持 遇到 紧急情况 无法 获得 真实 信息 无法提供 及时 动态 信息 更 无法 依据 动态 信息 制定 相应 应急措施 方案,0
城市道路 积水 监控系统 设计 实现,依靠 传统 管理 思路 管理手段 已 越来越 不能 满足 现代化 城市排水 管网 运营 人们 生活 应用 需要,0
城市道路 积水 监控系统 设计 实现,对系统 进行 需求分析 系统架构 系统 工作流程 界面 友好 化 系统 权限控制 安全性 五个 方面 道路 积水 监控系统 平台 进行 设计 制定 系统 基本框架 提出 系统 实现 构想,0
城市道路 积水 监控系统 设计 实现,论文 实现 城市排水 管网 信息化 精确化 管理,0
城市道路 积水 监控系统 设计 实现,管网 评估 养护 计划 高效 协调 应急预案 合理 指挥 有效 利用 提供 管理 依据,0
城市道路 积水 监控系统 设计 实现,论文 实际 需求 分析 论证 道路 积水 监控系统 需求 功能 进行 研究 总结 最后 归纳 总结 系统 目前 存在 不足之处 使用 单位 要求 提出 了下 一步 系统 完善 工作思路,0
城市道路 积水 监控系统 设计 实现,论文 正是 针对 城市化 过程 出现 积水 问题 数字 排水管 网 监控 管理 平台 建设 主要 研究 对象 深入分析 当前 城市排水系统 现状 问题 指出 建设 系统 重点 难点 提出 了能 足够 灵活处理 未来 排水 管理 扩展 系统架构,1
城管 部门 电子政务 公文 审批 系统 设计 实现,电子政务 公文 审批 系统 公文 管理 审批 功能 成为 公文 审批 信息化 重要组成部分 有效 促进 城管 部门 公文 审批 效率 发挥 重要 作用,0
城管 部门 电子政务 公文 审批 系统 设计 实现,公文 审批 管理业务 工作 内容 城管 部门 电子政务 公文 审批 系统 进行 功能需求 分析 性能需求 分析 数据流分析 系统 设计 实现 明确 主要 研究 目标 方向,0
城管 部门 电子政务 公文 审批 系统 设计 实现,建立 公文 审批 系统 总体 结构 公文 审批 功能 模块 进行 详细 设计 建立 系统 UML 模型 包括 软件 序列图 状态图 流程图 用例图 建立 系统 数据库 设计 数据 信息 之间 E R 关系 图 建立 数据库 存储 表 包括 数据库结构 分析 逻辑结构 分析 设计,0
城管 部门 电子政务 公文 审批 系统 设计 实现,电子政务 公文 审批 系统 功能模块 详细设计 实现 总体设计 内容 详细设计 包括 公文 传输模块 发文 管理 模块 收文 管理 模块 公 文库 模块 系统管理 模块 道路 挖掘 审批 模块 占 道 管理 审批 模块 利用 C#语言 编程实现 操作 功能 ； 采用 面向对象 理论 UML建模 方法 完成 应用 系统需求 捕获 需求分析 系统设计,0
城管 部门 电子政务 公文 审批 系统 设计 实现,电子政务 公文 审批 系统 测试 分析 公文 数据 添加 公文 查询 公文 删除 公文 审批 操作 功能 运行 稳定 得出 系统 测试 性能 功能 指标 都 基本 符合 系统 基本 要求,0
城管 部门 电子政务 公文 审批 系统 设计 实现,课题 实现 设计 浏览 查询 添加 审批 城管 部门 公文 数据 功能 电子政务 公文 审批 系统 最大限度 实现 公文 管理 需求 专门化 集中化 规模化 促进 城管 部门 公文 审批 业务 快速 发展 具有 一定 价值,0
城管 部门 电子政务 公文 审批 系统 设计 实现,课题 利用 ASP NET 技术 设计 电子政务 公文 审批 系统 SQL数据库 研究 专门针对 城管 部门 公文 审批 数据 体系 形成 完整 公文 审批 数字化 平台,0
基于 COI Cytb 基因 黄腰响蜜 系统发育 分析 分歧 时间 估算,结果表明 黄腰响蜜 䴕 响蜜 䴕 科 3 物种 聚为 一支 科 最先 分化 出来 物种 位于 响蜜 䴕 科 分支 基部 ; 黄腰响蜜 䴕 鳞 喉响蜜 䴕 ( I variegatus ) 类群 遗传距离 最小 小响蜜 䴕 ( I exilis ) 类群 遗传距离 最大 ; 黄腰响蜜 䴕 分化 时间 追溯到 中新世 阶段 ( 时间 节点 20. 44 Ma ),1
基于 COI Cytb 基因 黄腰响蜜 系统发育 分析 分歧 时间 估算,分子生物 技术 迅速 发展 物种分化 过程 原因 成为 进化 生物学 生态学 研究 热点,0
基于 COI Cytb 基因 黄腰响蜜 系统发育 分析 分歧 时间 估算,黄腰响蜜 䴕 ( Indicator xanthonotus ) 中国 分布 唯一 响蜜 䴕 科 鸟类 系统 发生 关系 分化 时间 尚 不 清楚,0
基于 COI Cytb 基因 黄腰响蜜 系统发育 分析 分歧 时间 估算,本文 运用 细胞色素 氧化酶 I 亚基 ( COI ) 细胞色素 ( Cytb ) 基因 分子 标记 结合 NCBI 获取 19 物种 COI Cytb 基因序列 采用 最大似然法 贝叶斯 法 构建 系统发育 树 探讨 黄腰响蜜 䴕 系统发育 起源 问题 分子 定时 方法 估算 黄腰响蜜 䴕 分化 时间,0
基于 GIS 熵 权法 滑坡 作用 下 长 输油 气管 道 易损性 评价,研究 结果表明 ( 1 ) 管道 缺陷密度 管道 壁 厚 管道 斜坡 单元 夹角 熵 权值 分别 0 679 0 154 0 102 管道 易损性 影响 最大 三个 因子 ; ( 2 ) 低 易损性 易损性 高 易损性 极 高 易损性 管段 数量 占 分别 66 66 20 56 12 22 0 56 长度 占 分别 62 06 25 72 12 11 0 11 ; ( 3 ) 研究 区 北部 管道 易损性 等级 低 南部 易损性 等级较高 高 极 高 易损性 管道 主要 分布 下寺 镇及 宝轮 镇,1
基于 GIS 熵 权法 滑坡 作用 下 长 输油 气管 道 易损性 评价,开展 滑坡 作用 下 长 输油 气管 道 易损性 评价 管道 建设 决策制定 防灾 减灾 具有 重要意义,0
基于 GIS 熵 权法 滑坡 作用 下 长 输油 气管 道 易损性 评价,兰州 成都 重庆 ( 兰 成渝 ) 输油管道 广元 段 实地调查 测量数据 依托 管道 滑坡 空间 关系 管道 本体 两 方面 出发 选取 管道 缺陷密度 管道 壁 厚 管道 埋深 管道 斜坡 单元 夹角 管道 位置 9 评价指标 基于 ArcGIS,0
基于 GIS 熵 权法 滑坡 作用 下 长 输油 气管 道 易损性 评价,MATLAB 软件平台 熵 权 赋值 理论 进行 管道 易损性 定量 评价 提出 相应 管理 建议,0
基于 GIS 熵 权法 滑坡 作用 下 长 输油 气管 道 易损性 评价,评价 较好 反映 研究 区内 管道 易损 度 现状 研究 区 管道 管理 类似 区域 管道 线路 规划 提供 可靠 参考,0
基于 坡度 汇水 面积 关系 黄土 浅沟 切沟 沟头 形成 敏感区 模拟,结果表明 ( 1 ) 浅沟 切沟 沟头 形成 临界 模型 分别 S 0 6073 A 0 142 S 1 2065 A 0 229 ; ( 2 ) 综合 运用 沟头 形成 临界 模型 流域 坡度 汇水 面积 关系 曲线 较为 准确 预测 浅沟 切沟 沟头 形成 敏感区 与非 敏感区 浅沟 切沟 沟头 预测 准确度 分别 91 43 71 79 非沟 头 区域 预测 准确度 98 44,1
基于 坡度 汇水 面积 关系 黄土 浅沟 切沟 沟头 形成 敏感区 模拟,黄土高原 侵蚀 沟 治理 黄河流域 高质量 发展 面临 重要 问题,0
基于 坡度 汇水 面积 关系 黄土 浅沟 切沟 沟头 形成 敏感区 模拟,研究 坡面 侵蚀 沟中 浅沟 切沟 研究 对象 基于 高分辨率 无人机 航摄 野外 高精度 实测 陕北 子洲 岔巴沟 典型 小 流域 研究 区 得到 沟头 坡度 汇水 面积 关系 曲线 构建 沟头 形成 地形 临界 模型 进行 沟头 形成 敏感区 模拟,0
基于 坡度 汇水 面积 关系 黄土 浅沟 切沟 沟头 形成 敏感区 模拟,研究 黄土 侵蚀 沟 防治 提供 技术 支撑,0
大兴 化工 质量管理系统 设计 实现,目前 国际 尤其 国内 市场竞争 日趋激烈 很多 生产 制造 型 企业 利润 逐渐 被压缩 陷入 微利 时代,0
大兴 化工 质量管理系统 设计 实现,企业 生存 不得已 加入 竞相 降价 价格战 生产管理 出现 质量 问题 使 原本 极薄 利润 正 销 耗掉,0
大兴 化工 质量管理系统 设计 实现,新 世纪 里 产品质量 作用 慢慢 突显 出来 企业 加强 质量管理 一个 不容忽视 不能 回避 重要 工作 企业 提高 生产力 水平 不断 提升 产品 科技含量 质量 管理水平 保证 产品 质量 粗放型 转变 集约型 才能 竞争 市场 生存 下去,0
大兴 化工 质量管理系统 设计 实现,企业 应 开发 先进 适用 质量 管理信息系统 解决 质量管理 方面 存在 不足 提高 产品与服务 质量 水平 满足 顾客 日益增长 需要 企业 整体 管理水平 提升 对企业 竞争力 有着 十分 重要 战略意义,0
大兴 化工 质量管理系统 设计 实现,论文 主要 目标 东莞市 大兴 化工 有限公司 为基础 建立 中小型 化工企业 生产 质量管理 企业信息系统 通用 模型 依托 当前 先进 计算机信息 管理 技术 提高 企业 质量管理 能力 使 系统 成为 企业 全面质量管理 有力 工具,0
大兴 化工 质量管理系统 设计 实现,具体 实现 部分 B S 架构 SSH框架 加以 实现 系统 给出 最为 关键 部分 代码设计 数据表示 输入输出 认证 管理 重要 组件 设计 最后 文章 介绍 系统 测试 注意事项 测试,0
